<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	66.215	66.408	65.524	66.080	1634	0	0
2020.01.03	66.219	69.273	66.190	68.371	4015	0	0
2020.01.06	69.807	70.447	67.958	68.142	3314	0	0
2020.01.07	68.125	68.453	67.386	68.030	2040	0	0
2020.01.08	69.858	70.040	64.673	65.553	6430	0	0
2020.01.09	65.579	65.718	64.267	65.077	2401	0	0
2020.01.10	64.835	65.293	64.494	64.683	1447	0	0
2020.01.13	64.534	64.872	63.543	63.821	1946	0	0
2020.01.14	64.001	64.579	63.507	63.962	2106	0	0
2020.01.15	63.870	64.127	63.093	63.817	2016	0	0
2020.01.16	63.921	64.398	63.399	64.176	1744	0	0
2020.01.17	63.974	64.545	63.919	64.486	741	0	0
2020.01.20	64.876	65.053	64.307	64.490	1107	0	0
2020.01.21	64.426	64.428	63.422	63.860	1447	0	0
2020.01.22	63.781	63.861	61.945	61.978	2030	0	0
2020.01.23	61.595	61.962	60.626	61.445	2523	0	0
2020.01.24	61.262	61.743	59.535	59.966	3121	0	0
2020.01.27	58.723	59.081	57.761	58.222	2140	0	0
2020.01.28	58.316	59.356	57.894	59.250	1991	0	0
2020.01.29	59.357	59.794	58.346	58.614	2154	0	0
2020.01.30	58.559	58.590	56.692	58.164	3402	0	0
2020.01.31	58.244	58.418	55.895	56.594	3397	0	0
2020.02.03	56.262	56.721	54.082	54.133	3150	0	0
2020.02.04	54.651	55.670	53.710	53.811	3081	0	0
2020.02.05	54.391	56.478	54.163	55.660	3362	0	0
2020.02.06	55.911	56.609	54.342	55.247	3871	0	0
2020.02.07	55.426	55.497	54.333	54.567	1470	0	0
2020.02.10	54.492	54.835	53.233	53.517	2230	0	0
2020.02.11	54.087	54.760	53.824	54.219	1741	0	0
2020.02.12	54.832	56.332	54.775	56.314	1633	0	0
2020.02.13	56.108	56.804	55.066	56.415	3170	0	0
2020.02.14	56.288	57.447	56.147	57.260	1629	0	0
2020.02.17	57.019	57.563	56.953	57.424	816	0	0
2020.02.18	57.032	57.631	56.191	57.476	2437	0	0
2020.02.19	57.594	59.092	57.569	58.947	1694	0	0
2020.02.20	59.239	59.609	58.553	58.585	1459	0	0
2020.02.21	58.579	58.627	57.270	57.908	2044	0	0
2020.02.24	56.371	56.685	54.612	55.638	3414	0	0
2020.02.25	56.106	56.365	53.953	54.297	3016	0	0
2020.02.26	54.653	54.768	52.371	52.716	2858	0	0
2020.02.27	52.187	52.454	50.386	50.962	2912	0	0
2020.02.28	50.937	51.104	48.920	50.077	3509	0	0
2020.03.02	50.435	52.725	49.873	52.718	3422	0	0
2020.03.03	53.177	53.803	51.544	51.799	3141	0	0
2020.03.04	52.337	52.998	51.058	51.610	3154	0	0
2020.03.05	51.897	52.044	49.744	50.067	2771	0	0
2020.03.06	50.076	50.076	45.243	45.580	5171	0	0
2020.03.09	35.595	37.614	31.528	33.699	10277	0	0
2020.03.10	36.000	38.551	35.347	38.244	4165	0	0
2020.03.11	37.763	40.005	36.054	36.645	6785	0	0
2020.03.12	36.888	37.172	33.464	33.504	4033	0	0
2020.03.13	33.835	36.725	33.555	35.553	4623	0	0
2020.03.16	33.493	34.205	30.543	30.633	4465	0	0
2020.03.17	31.192	32.344	29.614	29.705	3974	0	0
2020.03.18	30.006	30.408	25.799	27.682	6895	0	0
2020.03.19	28.368	30.704	26.322	29.568	7565	0	0
2020.03.20	30.068	32.469	28.399	29.041	7114	0	0
2020.03.23	27.471	29.405	27.185	29.335	2577	0	0
2020.03.24	29.534	30.713	28.968	29.850	3175	0	0
2020.03.25	30.068	30.718	28.256	29.751	4608	0	0
2020.03.26	29.914	30.165	28.290	29.086	2923	0	0
2020.03.27	29.184	29.421	27.315	28.271	3300	0	0
2020.03.30	27.171	27.466	25.600	26.640	3202	0	0
2020.03.31	27.252	28.333	26.140	26.146	3281	0	0
2020.04.01	26.640	26.900	25.182	26.131	2928	0	0
2020.04.02	26.508	35.843	26.154	29.962	15925	0	0
2020.04.03	30.264	35.291	28.920	35.105	7902	0	0
2020.04.06	32.380	34.680	32.364	33.821	3192	0	0
2020.04.07	34.288	34.850	32.658	33.326	3423	0	0
2020.04.08	33.745	34.680	32.676	34.488	3266	0	0
2020.04.09	34.839	37.123	32.518	32.830	7202	0	0
2020.04.13	33.730	34.677	32.110	33.455	4860	0	0
2020.04.14	34.078	34.161	31.631	32.247	3230	0	0
2020.04.15	32.655	32.726	29.554	30.221	3911	0	0
2020.04.16	30.831	31.354	29.481	30.668	3584	0	0
2020.04.17	31.282	31.418	30.185	30.815	2000	0	0
2020.04.20	30.601	30.971	28.189	28.503	3467	0	0
2020.04.21	29.032	29.481	21.132	22.817	10484	0	0
2020.04.22	23.756	25.374	19.407	23.836	11855	0	0
2020.04.23	24.201	26.600	23.437	24.776	5752	0	0
2020.04.24	25.631	25.941	23.754	25.037	3781	0	0
2020.04.27	25.070	25.084	22.483	22.991	3124	0	0
2020.04.28	22.692	23.873	22.034	23.098	3273	0	0
2020.04.29	23.208	25.361	22.931	24.345	3724	0	0
2020.04.30	24.880	27.192	24.679	26.851	3056	0	0
2020.05.01	26.845	28.143	26.063	26.799	4115	0	0
2020.05.04	26.227	28.389	25.870	28.136	3130	0	0
2020.05.05	28.581	31.944	28.146	31.783	4395	0	0
2020.05.06	31.750	32.166	28.931	30.053	4774	0	0
2020.05.07	30.141	32.098	29.412	29.649	4881	0	0
2020.05.08	29.997	31.574	29.800	31.244	2302	0	0
2020.05.11	31.100	31.857	29.834	30.332	3279	0	0
2020.05.12	30.372	31.072	29.790	29.791	1984	0	0
2020.05.13	29.893	30.935	29.300	29.739	3117	0	0
2020.05.14	29.727	31.755	29.332	31.605	2969	0	0
2020.05.15	31.599	33.069	31.249	32.976	2264	0	0
2020.05.18	33.668	35.852	33.513	35.627	2720	0	0
2020.05.19	35.621	35.916	34.388	34.693	2129	0	0
2020.05.20	34.773	36.581	34.666	35.940	2664	0	0
2020.05.21	36.205	37.120	36.002	36.317	2125	0	0
2020.05.22	36.474	36.517	33.892	35.560	4337	0	0
2020.05.25	35.148	36.270	34.939	36.246	1565	0	0
2020.05.26	36.266	37.216	35.804	36.590	2501	0	0
2020.05.27	36.512	36.711	34.700	34.883	2394	0	0
2020.05.28	34.734	36.641	34.386	35.997	3248	0	0
2020.05.29	35.890	38.165	34.888	37.618	4827	0	0
2020.06.01	37.695	38.683	37.197	38.496	2172	0	0
2020.06.02	38.531	39.734	38.379	39.546	1696	0	0
2020.06.03	39.845	40.518	38.784	39.353	2977	0	0
2020.06.04	39.677	40.133	39.071	39.927	1875	0	0
2020.06.05	39.911	42.470	39.766	41.858	3462	0	0
2020.06.08	43.341	43.346	40.750	40.768	2620	0	0
2020.06.09	41.200	41.515	39.934	40.747	2710	0	0
2020.06.10	40.677	42.064	40.296	41.253	2961	0	0
2020.06.11	40.910	41.094	37.976	38.410	3737	0	0
2020.06.12	37.569	39.567	37.157	39.014	3376	0	0
2020.06.15	38.341	39.991	37.395	39.843	3691	0	0
2020.06.16	39.952	41.723	39.087	40.750	4475	0	0
2020.06.17	40.518	41.538	40.121	40.460	2777	0	0
2020.06.18	40.230	41.575	40.067	41.347	1900	0	0
2020.06.19	41.580	42.826	41.007	41.801	3418	0	0
2020.06.22	42.159	43.136	41.821	42.904	1886	0	0
2020.06.23	43.144	43.938	42.193	42.394	2741	0	0
2020.06.24	42.623	42.925	39.864	40.470	3970	0	0
2020.06.25	40.569	41.597	39.697	41.360	3010	0	0
2020.06.26	41.241	41.775	40.268	40.556	2330	0	0
2020.06.29	40.380	41.979	40.003	41.744	2589	0	0
2020.06.30	41.615	41.972	40.995	41.624	1946	0	0
2020.07.01	41.499	42.605	41.014	41.877	2805	0	0
2020.07.02	41.858	43.203	41.723	42.685	2134	0	0
2020.07.03	42.662	42.968	42.309	42.858	1123	0	0
2020.07.06	42.941	43.697	42.774	43.022	1766	0	0
2020.07.07	43.185	43.480	42.501	42.867	1641	0	0
2020.07.08	42.870	43.500	42.859	43.268	885	0	0
2020.07.09	43.332	43.542	42.022	42.361	2070	0	0
2020.07.10	42.533	43.475	41.414	43.282	3374	0	0
2020.07.13	42.921	43.429	42.272	42.282	1676	0	0
2020.07.14	42.266	43.319	41.932	43.080	1961	0	0
2020.07.15	43.201	43.908	42.802	43.644	1770	0	0
2020.07.16	43.715	43.865	43.204	43.300	908	0	0
2020.07.17	43.507	43.521	42.717	43.140	1242	0	0
2020.07.20	43.230	43.545	42.502	43.259	2058	0	0
2020.07.21	43.380	45.007	43.368	44.066	2593	0	0
2020.07.22	44.081	44.602	43.831	44.431	1193	0	0
2020.07.23	44.427	45.016	43.435	43.552	2288	0	0
2020.07.24	43.672	44.180	43.190	43.635	1944	0	0
2020.07.27	43.519	44.168	42.894	43.886	2182	0	0
2020.07.28	44.018	44.311	43.388	43.592	1421	0	0
2020.07.29	43.735	44.282	43.564	44.064	1108	0	0
2020.07.30	44.090	44.235	41.963	43.545	4000	0	0
2020.07.31	43.655	43.820	42.962	43.608	1670	0	0
2020.08.03	43.495	44.506	42.942	43.870	2754	0	0
2020.08.04	43.763	44.893	43.330	44.370	2520	0	0
2020.08.05	44.394	46.329	44.337	45.230	3149	0	0
2020.08.06	45.260	45.809	44.971	45.154	1571	0	0
2020.08.07	45.305	45.432	44.412	44.717	1453	0	0
2020.08.10	44.862	45.419	44.737	45.030	1197	0	0
2020.08.11	45.203	45.981	44.627	44.753	2259	0	0
2020.08.12	44.859	45.863	44.771	45.500	1544	0	0
2020.08.13	45.563	45.824	45.087	45.260	1172	0	0
2020.08.14	45.449	45.450	44.790	45.206	1078	0	0
2020.08.17	45.399	45.777	44.913	45.596	1532	0	0
2020.08.18	45.733	45.930	45.153	45.341	1163	0	0
2020.08.19	45.627	45.849	45.202	45.527	1195	0	0
2020.08.20	45.568	45.601	44.476	45.293	1976	0	0
2020.08.21	45.299	45.572	44.101	44.711	2355	0	0
2020.08.24	44.993	45.646	44.812	45.395	1267	0	0
2020.08.25	45.565	46.499	45.564	46.326	1110	0	0
2020.08.26	46.359	46.536	46.026	46.125	787	0	0
2020.08.27	46.174	46.347	45.074	45.599	1972	0	0
2020.08.28	45.566	45.938	45.376	45.852	839	0	0
2020.08.31	46.012	46.573	45.268	45.576	2175	0	0
2020.09.01	45.687	46.278	45.540	45.812	1352	0	0
2020.09.02	45.940	46.144	44.121	44.121	2228	0	0
2020.09.03	44.648	44.697	43.282	44.071	2254	0	0
2020.09.04	43.954	44.699	42.434	42.435	3012	0	0
2020.09.07	41.871	42.613	41.868	42.308	1054	0	0
2020.09.08	42.387	42.419	39.531	40.032	3422	0	0
2020.09.09	40.024	41.432	39.621	40.738	2909	0	0
2020.09.10	40.745	41.232	39.977	39.990	1756	0	0
2020.09.11	40.164	40.670	39.692	40.084	1877	0	0
2020.09.14	40.176	40.452	39.658	39.924	1337	0	0
2020.09.15	40.132	41.187	39.793	40.953	1968	0	0
2020.09.16	41.165	42.802	41.005	42.609	2151	0	0
2020.09.17	42.642	43.863	41.902	43.588	2977	0	0
2020.09.18	43.576	44.172	42.934	43.424	2325	0	0
2020.09.21	43.345	43.736	41.403	42.056	3378	0	0
2020.09.22	42.253	42.630	41.606	42.033	1829	0	0
2020.09.23	42.091	43.002	41.631	41.830	2482	0	0
2020.09.24	41.870	42.505	41.697	42.180	1307	0	0
2020.09.25	42.307	42.779	41.988	42.185	1461	0	0
2020.09.28	42.311	43.034	41.954	42.807	1665	0	0
2020.09.29	42.854	42.994	40.868	41.335	2734	0	0
2020.09.30	41.448	42.527	40.870	41.969	2794	0	0
2020.10.01	42.117	42.620	39.994	40.751	3887	0	0
2020.10.02	40.828	40.855	38.900	39.160	2243	0	0
2020.10.05	39.600	41.902	39.572	41.516	2745	0	0
2020.10.06	41.436	42.974	41.372	41.979	2662	0	0
2020.10.07	41.891	42.572	41.513	42.233	1777	0	0
2020.10.08	42.303	43.609	42.032	43.511	1947	0	0
2020.10.09	43.465	43.743	42.800	42.907	1329	0	0
2020.10.12	42.698	42.845	41.597	41.899	1698	0	0
2020.10.13	41.905	42.912	41.905	42.593	1327	0	0
2020.10.14	42.604	43.646	42.370	43.528	1629	0	0
2020.10.15	43.592	43.658	41.801	43.257	3380	0	0
2020.10.16	43.339	43.429	42.489	42.978	1520	0	0
2020.10.19	43.310	43.452	42.623	42.674	1023	0	0
2020.10.20	42.746	43.563	42.480	42.981	1932	0	0
2020.10.21	43.119	43.315	41.729	41.903	1957	0	0
2020.10.22	41.905	43.063	41.749	42.611	1923	0	0
2020.10.23	42.652	43.060	41.788	41.873	1766	0	0
2020.10.26	41.859	41.909	40.561	40.728	1566	0	0
2020.10.27	40.841	41.867	40.787	40.977	2025	0	0
2020.10.28	41.040	41.113	39.253	39.544	2225	0	0
2020.10.29	39.889	39.999	37.298	38.079	3593	0	0
2020.10.30	38.269	38.739	37.461	37.863	2151	0	0
2020.11.02	37.239	39.432	35.825	39.281	5173	0	0
2020.11.03	39.343	40.543	38.758	40.139	2775	0	0
2020.11.04	40.252	41.430	39.518	41.231	2846	0	0
2020.11.05	41.088	41.628	40.448	40.729	2002	0	0
2020.11.06	40.633	40.821	39.470	39.742	1812	0	0
2020.11.09	39.821	43.603	39.610	42.086	5722	0	0
2020.11.10	41.919	44.156	41.859	44.066	2448	0	0
2020.11.11	43.817	45.397	43.734	43.822	3322	0	0
2020.11.12	43.839	44.610	43.371	43.396	2036	0	0
2020.11.13	43.254	43.464	42.708	42.715	974	0	0
2020.11.16	42.925	44.742	42.803	43.993	2811	0	0
2020.11.17	44.050	44.362	43.213	43.822	2071	0	0
2020.11.18	43.763	45.006	43.625	44.196	2330	0	0
2020.11.19	44.073	44.673	43.895	44.248	1382	0	0
2020.11.20	44.232	45.258	44.168	45.093	1320	0	0
2020.11.23	45.196	46.132	44.968	45.696	1829	0	0
2020.11.24	45.916	47.984	45.899	47.681	2406	0	0
2020.11.25	47.691	48.915	47.623	48.712	1564	0	0
2020.11.26	48.610	48.984	47.492	47.664	2039	0	0
2020.11.27	47.858	48.458	47.336	48.408	1695	0	0
2020.11.30	47.900	48.285	47.084	47.611	2114	0	0
2020.12.01	47.761	48.299	46.885	47.192	2260	0	0
2020.12.02	47.048	48.735	46.815	47.896	2993	0	0
2020.12.03	47.922	48.893	47.636	48.668	1769	0	0
2020.12.04	48.889	49.806	48.795	48.996	11224	0	0
2020.12.07	48.969	49.419	48.390	48.595	77863	0	0
2020.12.08	48.599	48.989	48.123	48.763	77944	0	0
2020.12.09	48.761	49.500	48.356	48.953	89284	0	0
2020.12.10	49.032	50.964	48.810	50.278	94767	0	0
2020.12.11	50.430	50.650	49.690	49.882	87581	0	0
2020.12.14	49.933	50.733	49.139	50.260	85608	0	0
2020.12.15	50.253	50.835	49.775	50.670	83334	0	0
2020.12.16	50.584	51.176	50.335	51.042	77239	0	0
2020.12.17	51.108	51.859	51.081	51.507	72398	0	0
2020.12.18	51.482	52.456	51.186	52.254	69237	0	0
2020.12.21	51.423	51.426	49.271	50.841	125679	0	0
2020.12.22	50.631	50.906	49.599	49.836	91300	0	0
2020.12.23	49.658	51.595	49.278	51.141	80734	0	0
2020.12.24	51.107	51.772	50.678	51.359	55597	0	0
2020.12.28	51.211	52.041	50.834	50.907	144486	0	0
2020.12.29	51.098	51.680	50.954	51.257	74153	0	0
2020.12.30	51.386	51.917	50.940	51.445	70815	0	0
2020.12.31	51.486	51.831	50.904	51.700	53969	0	0
2021.01.04	51.682	53.316	50.579	50.738	152350	0	0
2021.01.05	50.880	53.835	50.711	53.492	134780	0	0
2021.01.06	53.621	54.663	53.023	54.080	152496	0	0
2021.01.07	54.105	54.822	53.905	54.371	100053	0	0
2021.01.08	54.483	56.218	54.322	56.203	110334	0	0
2021.01.11	55.785	55.930	54.921	55.538	103681	0	0
2021.01.12	55.635	56.711	55.465	56.599	97748	0	0
2021.01.13	56.820	57.347	55.732	55.955	91216	0	0
2021.01.14	55.879	56.498	55.237	56.410	88813	0	0
2021.01.15	56.407	56.482	54.650	54.797	97329	0	0
2021.01.18	54.960	55.193	54.494	54.671	53412	0	0
2021.01.19	55.011	56.016	54.879	55.771	65726	0	0
2021.01.20	55.937	56.509	55.559	55.569	83526	0	0
2021.01.21	55.741	56.140	55.407	55.857	73924	0	0
2021.01.22	55.829	55.902	54.401	54.932	96590	0	0
2021.01.25	55.240	55.821	54.894	55.733	97204	0	0
2021.01.26	55.675	56.076	55.168	55.723	74601	0	0
2021.01.27	55.780	56.173	54.924	55.218	113718	0	0
2021.01.28	55.126	56.175	54.861	54.866	114906	0	0
2021.01.29	54.992	55.980	54.860	54.945	114303	0	0
2021.02.01	54.918	56.461	54.751	56.254	93548	0	0
2021.02.02	56.319	57.958	56.251	57.670	107914	0	0
2021.02.03	57.720	58.829	57.414	58.524	93165	0	0
2021.02.04	58.380	58.928	57.954	58.893	90197	0	0
2021.02.05	59.035	59.666	58.952	59.422	87047	0	0
2021.02.08	59.680	60.553	59.636	60.531	75025	0	0
2021.02.09	60.667	61.107	59.900	60.999	85676	0	0
2021.02.10	60.911	61.453	60.634	60.863	84048	0	0
2021.02.11	60.803	61.247	60.469	60.545	75242	0	0
2021.02.12	60.480	62.460	60.065	62.304	93424	0	0
2021.02.15	62.791	63.337	62.660	62.870	66447	0	0
2021.02.16	62.969	63.231	62.266	62.975	99246	0	0
2021.02.17	62.640	64.278	62.247	64.161	118884	0	0
2021.02.18	64.353	64.790	62.564	62.919	129879	0	0
2021.02.19	62.582	63.178	61.447	61.932	136333	0	0
2021.02.22	62.818	64.993	62.431	64.836	131583	0	0
2021.02.23	64.488	65.818	63.585	64.124	158974	0	0
2021.02.24	64.195	66.382	63.891	66.370	140070	0	0
2021.02.25	66.361	66.748	65.571	66.048	160015	0	0
2021.02.26	65.796	65.940	64.156	64.333	179688	0	0
2021.03.01	65.386	65.778	63.042	63.168	126550	0	0
2021.03.02	62.995	63.987	62.253	62.356	153185	0	0
2021.03.03	62.295	64.553	62.275	63.694	150673	0	0
2021.03.04	63.963	67.539	63.185	66.821	197680	0	0
2021.03.05	66.883	69.432	66.457	69.403	197377	0	0
2021.03.08	70.598	71.086	67.582	67.724	162976	0	0
2021.03.09	67.836	69.071	66.899	66.983	162939	0	0
2021.03.10	67.066	68.162	66.280	67.896	152468	0	0
2021.03.11	68.073	69.494	67.705	69.237	123824	0	0
2021.03.12	69.096	69.512	68.681	68.816	114854	0	0
2021.03.15	69.160	69.689	67.513	68.479	127034	0	0
2021.03.16	68.488	68.572	67.039	68.136	112963	0	0
2021.03.17	68.108	68.511	66.692	67.555	157607	0	0
2021.03.18	67.572	67.845	61.291	62.594	233421	0	0
2021.03.19	62.800	64.742	61.990	64.317	243639	0	0
2021.03.22	63.859	64.932	63.324	64.218	166503	0	0
2021.03.23	64.223	64.245	60.303	60.419	225400	0	0
2021.03.24	60.587	64.388	60.516	64.044	205133	0	0
2021.03.25	63.784	64.024	60.845	61.584	208349	0	0
2021.03.26	61.846	64.745	61.787	64.283	163907	0	0
2021.03.29	64.336	65.300	62.979	64.940	99117	0	0
2021.03.30	65.292	65.297	63.448	63.943	58104	0	0
2021.03.31	63.991	64.727	62.462	62.892	54582	0	0
2021.04.01	63.112	65.071	62.308	64.572	63575	0	0
2021.04.05	64.543	64.662	61.168	62.123	48896	0	0
2021.04.06	62.232	64.164	61.967	62.572	56784	0	0
2021.04.07	62.518	63.394	61.497	62.959	52457	0	0
2021.04.08	62.874	63.232	62.209	63.104	47796	0	0
2021.04.09	63.030	63.258	62.352	62.825	39453	0	0
2021.04.12	63.071	64.074	62.209	63.022	48525	0	0
2021.04.13	63.057	63.938	62.954	63.754	42441	0	0
2021.04.14	63.764	66.629	63.639	66.007	46443	0	0
2021.04.15	65.999	66.713	65.679	66.524	43239	0	0
2021.04.16	66.504	67.048	66.130	66.380	38813	0	0
2021.04.19	66.065	66.859	65.839	66.670	37373	0	0
2021.04.20	66.746	67.555	65.033	65.780	48105	0	0
2021.04.21	65.765	65.968	64.433	64.478	47022	0	0
2021.04.22	64.534	65.283	64.058	65.022	43667	0	0
2021.04.23	65.143	65.671	64.544	65.388	38095	0	0
2021.04.26	65.205	65.590	63.954	65.135	39624	0	0
2021.04.27	65.176	66.205	65.070	66.007	34641	0	0
2021.04.28	65.963	67.323	65.510	66.497	46431	0	0
2021.04.29	66.652	68.373	66.581	67.825	50480	0	0
2021.04.30	67.783	67.889	66.195	66.545	47832	0	0
2021.05.03	66.814	67.720	66.004	67.458	39691	0	0
2021.05.04	67.597	69.269	67.249	69.181	47546	0	0
2021.05.05	69.223	69.802	68.213	68.473	46080	0	0
2021.05.06	68.358	69.215	67.788	68.121	50364	0	0
2021.05.07	68.115	68.483	67.248	68.098	45211	0	0
2021.05.10	68.759	69.050	67.296	68.170	45880	0	0
2021.05.11	68.245	68.634	67.035	68.549	53864	0	0
2021.05.12	68.663	69.759	68.080	68.952	55262	0	0
2021.05.13	68.763	68.919	66.366	66.871	57522	0	0
2021.05.14	66.885	68.638	66.388	68.593	45008	0	0
2021.05.17	68.640	69.387	68.002	69.335	44463	0	0
2021.05.18	69.305	69.976	67.124	68.422	44732	0	0
2021.05.19	68.244	68.293	65.211	66.483	60220	0	0
2021.05.20	66.489	67.033	64.759	64.811	52219	0	0
2021.05.21	65.125	66.835	64.503	66.665	47315	0	0
2021.05.24	66.385	68.544	66.379	68.385	41352	0	0
2021.05.25	68.402	68.760	67.744	68.445	40475	0	0
2021.05.26	68.366	68.920	67.858	68.669	45116	0	0
2021.05.27	68.598	69.211	67.914	69.181	40363	0	0
2021.05.28	69.370	69.673	68.519	68.943	41079	0	0
2021.05.31	68.855	69.737	68.674	69.190	21710	0	0
2021.06.01	69.268	71.231	69.200	70.464	49103	0	0
2021.06.02	70.375	71.362	70.239	71.206	38504	0	0
2021.06.03	71.108	71.850	70.528	71.260	41801	0	0
2021.06.04	71.081	71.996	70.605	71.492	38655	0	0
2021.06.07	71.775	72.093	70.931	71.332	37792	0	0
2021.06.08	71.227	72.214	70.540	71.940	43344	0	0
2021.06.09	71.962	72.629	71.594	71.785	43403	0	0
2021.06.10	71.741	72.620	70.689	72.012	46618	0	0
2021.06.11	72.054	72.714	71.573	72.295	45069	0	0
2021.06.14	72.388	73.216	72.258	72.812	35055	0	0
2021.06.15	72.651	73.840	72.396	73.769	42741	0	0
2021.06.16	73.713	74.378	73.319	73.323	48019	0	0
2021.06.17	73.200	73.864	71.432	72.478	55976	0	0
2021.06.18	72.265	73.118	71.577	72.623	46761	0	0
2021.06.21	73.004	74.237	72.299	74.154	51559	0	0
2021.06.22	74.064	74.540	73.604	74.383	43677	0	0
2021.06.23	74.087	75.306	74.057	74.725	35752	0	0
2021.06.24	74.611	75.057	73.850	74.868	31939	0	0
2021.06.25	74.779	75.395	74.155	75.300	32012	0	0
